gene	log2fc	p
Gm43848	-0.826257827562573	1
4933433H22Rik	-0.826257827562573	1
Gm20544	-0.826257827562573	1
L2hgdh	-0.826257827562573	1
Gm56796	-0.826257827562573	1
E430024P14Rik	-0.826257827562573	1
Neo1	-0.826257827562573	1
Dyrk3	-0.826257827562573	1
Gm57276	-0.826257827562573	1
5330439K02Rik	-0.826257827562573	1
Fstl3	-0.826257827562573	1
Gm41664	-0.826257827562573	1
Cd27	-0.826257827562573	1
Sptb	-0.826257827562573	1
Agrp	-0.826257827562573	1
Clec11a	-0.826257827562573	1
Gm19569	-0.826257827562573	1
Gm11772	-0.826257827562573	1
Gm57196	-0.826257827562573	1
Fam227b	-0.826257827562573	1
Xcr1	-0.826257827562573	1
H3c14	-0.826257827562573	1
Gm20705	-0.826257827562573	1
Fer1l6	-0.826257827562573	1
2310047D07Rik	-0.826257827562573	1
Prickle4	-0.826257827562573	1
Col27a1	-0.826257827562573	1
Pla2g5	-0.826257827562573	1
9230109A22Rik	-0.826257827562573	1
Gm57089	-0.826257827562573	1
Mast4	-0.826257827562573	1
Noxo1	-0.826257827562573	1
Foxq1	-0.826257827562573	1
Gm13830	-0.826257827562573	1
Klre1	-0.826257827562573	1
Efna5	-0.826257827562573	1
Mm2pr	-0.826257827562573	1
Dynlt4	-0.826257827562573	1
B130034C11Rik	-0.826257827562573	1
Uckl1os	-0.826257827562573	1
Gm17344	-0.826257827562573	1
Arhgap29	-0.826257827562573	1
Gm50276	-0.826257827562573	1
Llgl2	-0.826257827562573	1
Gm15972	-0.826257827562573	1
Gm56706	-0.826257827562573	1
Marveld2	-0.826257827562573	1
Tjp1	-0.826257827562573	1
Gm57266	-0.826257827562573	1
Gm33302	-0.826257827562573	1
Gm33044	-0.826257827562573	1
Akap12	-0.826257827562573	1
Gm26640	-0.826257827562573	1
Dpt	-0.826257827562573	1
F8	-0.826257827562573	1
2810454H06Rik	-0.826257827562573	1
Gm41414	-0.826257827562573	1
Zfp446	-0.826257827562573	1
Myb	-0.826257827562573	1
C730002L08Rik	-0.826257827562573	1
Stox2	-0.826257827562573	1
Gm56881	-0.826257827562573	1
Htr2a	-0.826257827562573	1
Gm12735	-0.826257827562573	1
Gm28187	-0.826257827562573	1
4933424L21Rik	-0.826257827562573	1
Poln	-0.826257827562573	1
Slc17a6	-0.826257827562573	1
Ppp1r14c	-0.826257827562573	1
Col5a1	-0.826257827562573	1
A530041M06Rik	-0.826257827562573	1
Sgip1	-0.826257827562573	1
Gm31356	-0.826257827562573	1
1700008O03Rik	-0.826257827562573	1
4930432B10Rik	-0.826257827562573	1
Gm57470	-0.826257827562573	1
Gm48882	-0.826257827562573	1
Xlr4c	-0.826257827562573	1
Gm49380	-0.826257827562573	1
E2f7	-0.826257827562573	1
Gm56489	-0.826257827562573	1
Gm56794	-0.826257827562573	1
Mns1	-0.826257827562573	1
Lrrc32	-0.826257827562573	1
Gm2682	-0.826257827562573	1
Clnk	-0.826257827562573	1
C1s2	-0.826257827562573	1
Anxa8	-0.826257827562573	1
Gm57332	-0.826257827562573	1
Eid2	-0.826257827562573	1
Gm34868	-0.826257827562573	1
Gm32184	-0.826257827562573	1
Gm36608	-0.826257827562573	1
Gm14493	-0.826257827562573	1
Gm26708	-0.826257827562573	1
5430400D12Rik	-0.826257827562573	1
Sox9	-0.826257827562573	1
Gm46323	-0.826257827562573	1
1700020L24Rik	-0.826257827562573	1
Trpm8	-0.826257827562573	1
AI429214	-0.826257827562573	1
Gm26660	-0.826257827562573	1
Inhca	-0.826257827562573	1
Hormad1	-0.826257827562573	1
Cenpl	-0.814184995262	0.698346506081684
Sycp2	-0.810138162199298	0.693478481966839
Fam241a	-0.804480885167321	0.160889127922963
Hsd11b1	-0.803393719210837	0.0509052421146049
Cep89	-0.799290779962304	1
Zbtb45	-0.799290779962304	1
Gm37305	-0.797688675365802	1
Klhl36	-0.797688675365802	1
Anxa11os	-0.795884178519056	0.9601301885731
Calhm6	-0.795495573791886	0.00232619719028106
Cd209a	-0.788783122143911	0.629309991559265
Gm26535	-0.788783122143911	1
Gm56886	-0.788783122143911	1
9930111J21Rik2	-0.787384935918283	0.00601297599388623
Serpina3g	-0.78662085532523	0.180599220696428
AU019990	-0.785615843065228	0.926452421158065
Nmrk1	-0.783822561242177	1
Zfyve9	-0.777639122342396	0.0110031318931296
Gm57445	-0.777348227081626	1
Gm57189	-0.777348227081626	1
Gm56977	-0.777348227081626	1
Tnfrsf9	-0.776072070394357	0.773594501715318
Ifit2	-0.775244661643251	0.0023086319443757
Elac1	-0.774727526922491	1
Ifi205	-0.773308947613614	6.37513362283885e-06
F3	-0.771810043540197	0.301731262675019
Nlrp1a	-0.771810043540197	1
Ar	-0.771810043540197	1
Tm4sf1	-0.768542329706287	0.575847746877476
Gbp7	-0.768073253805114	3.78690756342457e-09
Igtp	-0.766879280483642	1.43868319731237e-05
Pdia5	-0.764857282898431	1
Gdpd5	-0.764857282898431	1
1700030N03Rik	-0.764857282898431	1
Rasip1	-0.763064001075381	0.455475118238055
Lrg1	-0.761207278230824	1.58875270483205e-06
Tmem67	-0.759143631704036	0.66522620591806
Isg15	-0.758962338231755	0
Gm32515	-0.755868499671175	1
Vamp1	-0.755868499671175	1
Mtus2	-0.755868499671175	1
Tmem158	-0.755868499671175	1
Gm26549	-0.755868499671175	1
Celf4	-0.755868499671175	1
Ldlr	-0.755564101518154	2.46387390882836e-06
Mctp2	-0.754364909080789	0.733237274750558
Cdkl2	-0.752257246118796	1
Mon1a	-0.750308974329276	1
Phlda3	-0.7482553155613	0.675153151917181
Gm26885	-0.7482553155613	1
Id1	-0.746968917757934	0.0431195779497979
Obi1	-0.743795667370602	1
Gm41659	-0.743795667370602	1
Gm11963	-0.743795667370599	1
Cnbd1	-0.743795667370599	1
Cdc7	-0.743795667370599	1
Aatk	-0.743795667370599	1
Gbp11	-0.743795667370599	1
Bmf	-0.743795667370599	1
Gm15787	-0.743795667370599	1
Gm12796	-0.743795667370599	1
Gm26887	-0.743795667370599	1
Ogn	-0.743795667370599	1
Nudt15	-0.743795667370599	1
Adnp2	-0.739546194369244	0.840926181481108
I830077J02Rik	-0.738611705483571	0.0177178972546257
Oxsm	-0.736060018590996	1
Cdkl4	-0.736060018590996	1
Fcnb	-0.736060018590996	1
Entpd3	-0.734335338121534	1
Ska3	-0.733148423171093	1
Irgm1	-0.731278920459196	5.05242108967456e-06
Neil1	-0.726722154011658	1
Glt1d1	-0.726722154011658	1
Gm42670	-0.726722154011658	1
Bgn	-0.726722154011658	1
Zfp69	-0.726722154011658	1
Nccrp1	-0.726722154011658	1
Eml5	-0.726722154011658	1
Gm2396	-0.726722154011658	1
Gm13373	-0.726722154011658	1
Pxylp1	-0.726722154011658	1
Slc25a35	-0.726722154011658	1
Pdk3	-0.725855930604736	0.129288865026631
Gca	-0.723164334598469	1
Olr1	-0.722185373414887	0.214288104676781
Tspan13	-0.719913217647199	1.60448357109449e-11
Smad7	-0.717733370784405	0.177248178809976
Gm16548	-0.71522651517383	1
Cd274	-0.711508508765994	1.10531090453176e-11
Fcrl1	-0.710780610142637	1
Rdh12	-0.707613331063954	0.166374718344249
Ly6c1	-0.706840548930824	8.44834650370332e-10
Itgb7	-0.705963593844861	7.56548942065034e-05
Trim16	-0.704267303183963	0.905803405078972
Atp11b	-0.704110718276783	2.30905050439324e-07
Tmem71	-0.703922284638522	0.910095429173455
Gvin2	-0.702743291077219	0.0995698529442092
Slc2a1	-0.701798651637363	3.9795752628193e-05
Cox6b2	-0.700726945478715	1
Gm56986	-0.700726945478715	1
Tmc4	-0.700726945478715	1
Gm56488	-0.700726945478715	1
Pheta1	-0.700726945478715	1
Zfp169	-0.700726945478715	1
Gm4876	-0.700726945478715	1
1600022D10Rik	-0.700726945478715	1
Gm568	-0.700726945478715	1
4930539J05Rik	-0.700726945478715	1
Card10	-0.700726945478715	1
3110070M22Rik	-0.700726945478715	1
Gm14009	-0.700726945478715	1
Atp8b1	-0.700726945478715	1
Lynx1	-0.700726945478715	1
Gm56549	-0.700726945478715	1
Galnt9	-0.696489952592243	1
Serpinb10	-0.695861190306899	0.45145170844278
Gcnt2	-0.695688650087726	6.11069107079726e-06
G0s2	-0.694655184264435	1.60033596494522e-06
Csprs	-0.691956735850983	1
1700019L13Rik	-0.690602728205008	1
Dcun1d3	-0.690053443964262	0.361865179851993
Arhgap28	-0.688754303812639	1
Trem1	-0.687996784739899	4.62264258617649e-12
Tmem156	-0.68781105759343	0.788161245526611
Gm40645	-0.686080169514313	0.931828639706507
Dclre1a	-0.684901978317032	1
Mx1	-0.684139521658281	0.0951009455389784
C2	-0.681867918227398	0.973408115979246
Pou6f1	-0.681867918227398	1
Selp	-0.681867918227398	1
Aspa	-0.681867918227398	1
Cmc4	-0.681867918227398	1
Gm14167	-0.681867918227398	1
Rab44	-0.67986834058105	0.0602914968868992
AW112010	-0.677778687847424	7.72321464740388e-09
Gm43661	-0.677735302852485	0.421811036614258
Cyp4f18	-0.676064891244445	0.00018976151444442
H2bc6	-0.674254734117524	0.876201560389548
Gm6034	-0.674254734117524	1
Nup210l	-0.674254734117524	1
Cyhr1	-0.674254734117524	1
Usp30	-0.674254734117524	1
D030055H07Rik	-0.674254734117524	1
Ofcc1	-0.674254734117524	1
5430427G11Rik	-0.671929681171279	1
Ifi209	-0.670860018267805	0.000114086546995874
Kif21b	-0.670138625645292	1
Socs1	-0.668716550576094	0.0055949565086551
9330020H09Rik	-0.667560081543515	1
Nrg1	-0.666180612076608	0.00166445893279513
Rsad2	-0.66613244973082	7.35909190815796e-06
Sacs	-0.665793155369328	1
Gm39469	-0.663986398663695	0.9200851636284
Il18	-0.661112604233596	0.000120834162514469
Rnase6	-0.657418784049512	0.000549531299134264
Asic2	-0.65633282612026	1
A630052C17Rik	-0.65633282612026	1
Fchsd1	-0.65633282612026	1
Map10	-0.65633282612026	1
Spag1	-0.65633282612026	1
Fam120c	-0.65633282612026	1
Cacnb4	-0.65633282612026	1
Ahcyl	-0.65633282612026	1
Gm56576	-0.65633282612026	1
Snx32	-0.65633282612026	1
Iqch	-0.65633282612026	1
E230001N04Rik	-0.65633282612026	1
Gm10814	-0.65633282612026	1
Gm50431	-0.65633282612026	1
Rnf43	-0.65633282612026	1
Spata2l	-0.65633282612026	1
3110039M20Rik	-0.65633282612026	1
H2ac25	-0.65633282612026	1
Gm15326	-0.65633282612026	1
Wdr27	-0.65633282612026	1
Pcbp4	-0.65633282612026	1
Sema5a	-0.65633282612026	1
Gm15247	-0.65633282612026	1
Sat2	-0.65633282612026	1
Gm43017	-0.65633282612026	1
Gm27184	-0.65633282612026	1
R74862	-0.65633282612026	1
Plppr3	-0.65633282612026	1
H2bc21	-0.65633282612026	1
AV099323	-0.65633282612026	1
Narf	-0.654305144773278	0.449037792461156
Chst11	-0.653893780668844	0.00132910868996816
Ipcef1	-0.651579296149626	0.477829120116413
Tmub1	-0.650309038492492	0.367241072801307
Gm14023	-0.645685581920752	1
Mrgpra2b	-0.644651021072625	0.726698366116961
Panx1	-0.644259993819686	0.718325019220712
Mgst1	-0.644131014780587	4.88114557823107e-08
Inafm1	-0.643393770412763	1
Gm56957	-0.642811686466642	0.346555756802114
Il1rap	-0.642442438336822	0.0028920521435711
Lipc	-0.639844703331693	1
Ms4a4b	-0.638054092401952	0.212305259239277
Gpr141	-0.63682946230372	9.86474712245417e-05
Tes	-0.636286883918503	1.21116606397373e-07
A530040E14Rik	-0.63582717068562	0.066039927527016
Slc7a11	-0.634826016061953	3.57915081317417e-05
Simc1	-0.634440220271418	0.689626176769713
Klrd1	-0.633612749620179	0.876247047556287
Serpine2	-0.633612749620179	1
Gm57183	-0.633612749620179	1
P2ry10	-0.633612749620179	1
Nrg4	-0.633612749620179	1
Gm53028	-0.633612749620179	1
1700056N10Rik	-0.633612749620179	1
Zfp507	-0.633612749620179	1
Pabpc1l	-0.631754803399596	0.9200851636284
Pbx1	-0.631441650578549	0.00513449633434887
Pex11a	-0.630337617587317	1
Mirt2	-0.62993709147678	0.33551253455755
Abhd8	-0.628318449950664	1
Gm56719	-0.628318449950664	1
Gid4	-0.626949019339166	1
Ifi204	-0.625257700222964	7.60502439251155e-06
Adam3	-0.624623966392923	1
Zfp597	-0.619806950095146	0.785488152922239
Hoxb4	-0.619806950095146	1
Zfp874a	-0.619806950095146	1
Kctd11	-0.619806950095146	1
Ahrr	-0.619806950095146	1
Gm20528	-0.619806950095146	1
Taco1os	-0.619806950095146	1
Platr7	-0.619806950095146	1
Mypopos	-0.619806950095146	1
Neto2	-0.619806950095146	1
Itga1	-0.618897019417937	0.235865176078245
Smox	-0.616646973527534	8.12943484645399e-13
Hsh2d	-0.614753722368861	1
Tmem140	-0.613997988961906	0.261102519667162
Cd244a	-0.613849494798748	0.406266884611313
Samhd1	-0.613837356129172	2.93272350848639e-14
Ramp1	-0.613264104228375	0.941559389738898
Gk	-0.612504324499998	0.00260034324307955
Icos	-0.610529136507136	1
Zfp933	-0.610529136507136	1
Zfp709	-0.610529136507136	1
Sfmbt2	-0.608077657513041	1
Zfp961	-0.608077657513041	1
Frmd6	-0.606944799158097	0.555376433231251
Sirpd	-0.606674939812949	0.000700487947822504
Slc52a3	-0.603865406226127	1
AW146154	-0.603865406226127	1
Plpp1	-0.603865406226127	1
Cers6	-0.603401502224929	1.14728708996278e-09
Setdb2	-0.601551540387879	0.400857392757679
Casp6	-0.60141974528973	0.217313099497664
Lamb3	-0.601191271927801	0.235362975795248
Ifi214	-0.600149990727137	0.30005096724021
Gm7160	-0.598847331459502	0.658028338639943
Gm37800	-0.597439137066692	1
1600014C10Rik	-0.59625222211625	0.0148023936372039
Abcc4	-0.593811741562202	0.374268550678187
Map4k5	-0.592369767388297	1
Gyg	-0.592125337170224	0.00223008157578357
Plcb1	-0.591552144787275	0.000160441544606208
Asb13	-0.59139409441994	0.761654433283856
Rhoh	-0.589514719547708	0.167015525244662
Kat2b	-0.589218630261725	0.240996463595852
Ctla2a	-0.589218630261725	1
Col1a2	-0.589218630261725	1
Gm32089	-0.589218630261725	1
9130230L23Rik	-0.586430812890104	0.346394282558265
Gm56997	-0.586430812890104	0.991213739356515
Srgn	-0.583628268825315	0
Ppp1r13b	-0.58171976534617	0.899390249519069
Cxcl3	-0.581437284607316	0.168723399364691
Agap2	-0.581145329726043	1
Usf3	-0.580097240293176	0.780659992247936
Gm26756	-0.579164965597801	1
Ptpn4	-0.578330314118989	1
Pde1a	-0.577820797941737	0.624695579857522
Gm56830	-0.577344529973432	0.843999875655289
Dgka	-0.576898358625857	0.744617263676703
Nkain2	-0.576398810476513	0.0704539278362454
Tnfsf10	-0.575714365911976	1
Haao	-0.56962119292693	0.948723512190786
D16Ertd472e	-0.569247209356549	0.0375608170292709
Tagap	-0.567399097699974	0.745336636958991
B4galt3	-0.566781241141969	0.528276891552732
Nlrc5	-0.564303687627915	0.0112571198269922
Tmem163	-0.56322342172878	0.971246941647881
5430405H02Rik	-0.56322342172878	1
1200007C13Rik	-0.56322342172878	1
Dnajb3	-0.56322342172878	1
B230217C12Rik	-0.56322342172878	1
Zfp598	-0.56322342172878	1
Zfp1	-0.56322342172878	1
Gm28981	-0.56322342172878	1
4930556J24Rik	-0.56322342172878	1
Phtf1os	-0.56322342172878	1
Gm32031	-0.56322342172878	1
Rhof	-0.56322342172878	1
Mfge8	-0.56322342172878	1
D730005E14Rik	-0.56322342172878	1
Gm36393	-0.56322342172878	1
Satb2	-0.56322342172878	1
Gm13184	-0.56322342172878	1
Gm16587	-0.56322342172878	1
Zfp248	-0.56322342172878	1
Gm56899	-0.56322342172878	1
Zfp341	-0.56322342172878	1
Wdr54	-0.56322342172878	1
Zfp33b	-0.56322342172878	1
Gm57083	-0.56322342172878	1
Lat	-0.56322342172878	1
Padi2	-0.56322342172878	1
Esm1	-0.56322342172878	1
Tmem38a	-0.56322342172878	1
Phf11c	-0.56322342172878	1
Gm47882	-0.56322342172878	1
Inpp5e	-0.56322342172878	1
Asb11	-0.56322342172878	1
Gm7644	-0.56322342172878	1
Gm26590	-0.56322342172878	1
Gm29322	-0.56322342172878	1
Gm10941	-0.56322342172878	1
Grik5	-0.56322342172878	1
Gm20443	-0.56322342172878	1
Zfp575	-0.56322342172878	1
2810021J22Rik	-0.56322342172878	1
1700022H01Rik	-0.56322342172878	1
Spock3	-0.56322342172878	1
Gm17035	-0.56322342172878	1
Gm28403	-0.56322342172878	1
Ptpn13	-0.56322342172878	1
D330041H03Rik	-0.56322342172878	1
Nat8f1	-0.56322342172878	1
Gm39397	-0.56322342172878	1
Gm41485	-0.56322342172878	1
Slc25a42	-0.56322342172878	1
Gm17354	-0.56322342172878	1
Tmem147os	-0.56322342172878	1
Gm46732	-0.56322342172878	1
4833447P13Rik	-0.56322342172878	1
Gm27201	-0.56322342172878	1
Zfp689	-0.56322342172878	1
F930017D23Rik	-0.56322342172878	1
Apol9a	-0.56322342172878	1
Gm56873	-0.56322342172878	1
4930438A08Rik	-0.56322342172878	1
Rab23	-0.56322342172878	1
Caskin2	-0.56322342172878	1
1700008J07Rik	-0.56322342172878	1
Neurl1b	-0.56322342172878	1
Gm56786	-0.56322342172878	1
Gm20470	-0.56322342172878	1
Tchh	-0.56322342172878	1
Gm57349	-0.56322342172878	1
Gm57460	-0.56322342172878	1
Car2	-0.56322342172878	1
ENSMUSG00000121378	-0.56322342172878	1
Gm57211	-0.56322342172878	1
Etohd2	-0.56322342172878	1
Gm16283	-0.56322342172878	1
Zfp599	-0.56322342172878	1
Gm57369	-0.56322342172878	1
Gm45442	-0.56322342172878	1
Ifnb1	-0.56322342172878	1
Arhgap32	-0.56322342172878	1
Gm47438	-0.56322342172878	1
Ppp1r42	-0.56322342172878	1
Gm26612	-0.56322342172878	1
Gm56758	-0.56322342172878	1
Gm15736	-0.56322342172878	1
Spag6l	-0.56322342172878	1
Ltbp2	-0.56322342172878	1
Cd209g	-0.56322342172878	1
Dnah7a	-0.56322342172878	1
Ccl3	-0.562994706896337	0.0155935578944176
Ltb4r1	-0.562876994775287	1.26921131051454e-05
Dgkg	-0.557554671642088	0.892876409377478
Il18bp	-0.556211524373405	0.0197343412631682
Rhov	-0.556168664194829	0.0871576412450881
G430095P16Rik	-0.554453212101047	1
Tirap	-0.553885557149444	0.609379466536581
Stn1	-0.552497015135722	0.734678317595303
4930581F22Rik	-0.551635447453568	0.966190054512186
Ifi208	-0.550048032981046	0.204116867284757
Egln3	-0.549148236517057	0.716020378730514
Gbp8	-0.548890070714751	0.0773696727513039
Afap1	-0.54795666507547	1
Phlpp2	-0.547103756365503	1
Usp46	-0.546149908369839	1
Gm43660	-0.546149908369839	1
4930445E18Rik	-0.546149908369839	1
Gm31005	-0.546149908369839	1
Lmnb1	-0.545292034757928	1.37093093127705e-09
1600002D24Rik	-0.545076075018521	1
C030034I22Rik	-0.545076075018521	1
Pls3	-0.543858096861848	1
Zbtb42	-0.543858096861848	1
Hecw2	-0.543858096861848	1
Slc33a1	-0.540855608700326	1
Hip1r	-0.540855608700326	1
Eif4ebp3	-0.540855608700326	1
Gm36199	-0.540855608700326	1
Parp10	-0.539953642405934	0.529693727642194
Gm49662	-0.538975875482103	1
Megf9	-0.538975875482103	1
Rmdn3	-0.538277064598548	0.662890056943567
Palm	-0.536751210367588	1
Sh3d21	-0.536751210367588	1
Pi16	-0.53625637412851	0.703438745813771
Bbx	-0.533746220651947	0.280048153013566
Relt	-0.533061451218528	0.71759175819684
AI504432	-0.530801944036402	0.578909917052357
Scd1	-0.530801944036402	1
Ddx4	-0.530801944036402	1
Kcnq5	-0.530801944036402	1
Gm20939	-0.530801944036402	1
Mical1	-0.527204198927798	0.875904511442548
Itk	-0.526697545703667	1
Apoc1	-0.526697545703667	1
Gm16201	-0.526697545703667	1
Nedd4	-0.525088292842009	1
Serinc5	-0.525088292842009	1
Gbp9	-0.52486294803002	0.0323145951834128
Gnb4	-0.524229290112915	1
Gtpbp1	-0.522865684112639	0.969219579766681
Msantd3	-0.521403246034153	1
Rpl9-ps6	-0.521403246034153	1
Pik3ip1	-0.521403246034153	1
H3c4	-0.521403246034153	1
Gm49980	-0.521403246034153	1
Dnah17	-0.521403246034153	1
Ly6a2	-0.52095769475177	1.18878261371315e-05
Napsa	-0.518446533261161	1.00132443919302e-07
Cdc42ep2	-0.518004669572288	0.0334967299652503
Mefv	-0.517626555288668	0.0236048840498523
Ifi203	-0.517226175069039	0.000444769069855165
Zfp959	-0.516929769454844	1
Eldr	-0.514313821247833	1
Lypd6b	-0.514313821247833	1
Rad51c	-0.514313821247833	1
Gm56606	-0.514313821247833	1
Hdc	-0.512931267197714	2.24380276107167e-07
Chil3	-0.510577880340388	0.00787777314936648
Eml1	-0.509784162767319	1
Ly6i	-0.507753123079869	0.0248125565453105
Gm57020	-0.507575392178866	1
Ripk2	-0.507259063713883	0.27558618266671
Klra2	-0.507147497322692	0.000113162997109671
Stfa2l1	-0.505263818198869	0.524884262546387
Fhad1	-0.504329732675212	1
Gm45894	-0.504329732675212	1
Gm16174	-0.504329732675212	1
A330040F15Rik	-0.504329732675212	1
9030624G23Rik	-0.504329732675212	1
Itm2a	-0.504329732675212	1
Zfp873	-0.504329732675212	1
Gm30074	-0.504329732675212	1
A530088E08Rik	-0.504329732675212	1
Serping1	-0.504329732675212	1
4933439K11Rik	-0.504329732675212	1
Zmiz1os1	-0.504329732675212	1
Prr5l	-0.502787567866806	0.97215206162303
Ripor2	-0.501162453596528	0.107565309484163
Gm56812	-0.500681955660066	1
Gm19705	-0.498203629878371	0.884211841767814
Hhex	-0.496950202309614	1
Ifitm1	-0.49555952304748	8.83538792126326e-06
Ptprc	-0.495222504858376	1.78756480517266e-13
Irf1	-0.493936250546312	1.10230389335758e-08
Gm10509	-0.491838788492015	1
Morrbid	-0.489802352259411	0.00376521448235335
Crebl2	-0.489222840285002	1
Gm12279	-0.489222840285002	1
Cibar1	-0.489222840285002	1
Pfkm	-0.489222840285002	1
Tnfaip2	-0.488631046317223	0.00012819489749194
Mapk13	-0.487051741243375	1
Slfn5	-0.486681866855786	1.29814693993703e-05
Tnfsf13b	-0.486407824677948	1
Runx2	-0.486028915932267	0.761344140065501
Zfp770	-0.485220909727506	1
Ftx	-0.485220909727506	1
Naip6	-0.484151850737581	1
Gm13986	-0.483656164410461	1
Ticam2	-0.483370114039564	1
Taf7	-0.483081998971171	0.00110863154800359
Ldhb	-0.482956081882645	0.902187318963702
Gm28809	-0.482881313411176	0.535392571199235
Ifi211	-0.482303426345212	0.0276097749405916
Mcemp1	-0.481227323579589	3.12802155038181e-06
Schip1	-0.480965739609701	0.802329437255932
H2bc4	-0.480761261536807	1
Ap1s3	-0.480761261536807	1
Cdkn2d	-0.480648853960226	0.139696018080103
Wars1	-0.47906297406478	0.733237274750558
Cebpd	-0.478808611439389	0.000330139101652178
Eme2	-0.478334524142267	1
Ralgapa2	-0.477901607397567	0.89601842554855
Klra17	-0.477735522663498	0.967052712956312
Fam217b	-0.476511788535449	1
Gm31814	-0.47576058047844	1
Acbd4	-0.473956083631693	1
4833418N02Rik	-0.472620872947873	1
Socs5	-0.472620872947873	1
Oxld1	-0.472620872947873	1
C130026I21Rik	-0.472029240771901	0.139668677780333
Abhd18	-0.471592946263211	1
D930030I03Rik	-0.47130093228774	1
Gm50022	-0.470844310970147	0.0385668769341935
Smg8	-0.470777172964184	1
Gm20703	-0.470777172964184	1
Ptgs2os2	-0.47042932605692	0.41000772488343
Nedd9	-0.469356498264557	5.43861080123484e-05
Tmsb10b	-0.467930971945204	0.408417647629811
Lysmd3	-0.467499362127885	0.524197804144715
Fbxl5	-0.467249080622924	5.78138375054723e-06
Smchd1	-0.467090332398705	0.000211946775898245
Clec7a	-0.466474219427271	0
Sp110	-0.466401494646286	0.00312525956463826
Met	-0.466082263318247	0.505366729026728
Abhd17b	-0.464766398725974	0.433719879972179
Selenom	-0.464286749656635	8.24055346518016e-06
Gm16066	-0.463687748177866	0.901825246173325
Srp54a	-0.463687748177866	0.936805661722896
Cryba4	-0.463687748177866	1
Osbpl3	-0.463687748177866	1
Cfap54	-0.463687748177866	1
